53,106,249,738,741,Hybrid
164,131,184,712,713,Drainer
187,307,364,371,686,Tank
202,56,106,249,738,Mixed Sweeper
313,106,249,352,712,Special Sweeper
520,106,352,663,738,Physical Sweeper
