167,126,608,615,833,Tank
187,63,240,683,724,Drainer
330,313,561,683,714,Hybrid
445,124,364,540,719,Physical Sweeper
471,615,757,771,824,Special Sweeper
719,207,518,668,683,Mixed Sweeper
