164,131,184,712,713,Drainer
168,76,106,249,461,Physical Sweeper
187,155,307,364,774,Tank
202,56,106,249,738,Hybrid
313,106,249,352,712,Mixed Sweeper
554,361,486,536,741,Special Sweeper
